0	0	550	0
0	0	920	0
0	0	998	0
0	0	1051	0
0	0	1087	0
0	0	1118	0
0	0	1146	0
0	0	1170	0
0	0	1187	0
0	0	1203	0
0	0	1155	0
0	0	1041	0
0	0	927	0
0	0	817	0
0	0	713	0
0	0	609	0
0	0	509	0
0	0	415	0
0	0	320	0
0	0	230	0
0	0	616	0
0	0	927	0
0	0	995	0
0	0	1041	0
0	0	1081	0
0	0	1116	0
0	0	1144	0
0	0	1167	0
0	0	1188	0
0	0	1206	0
0	0	1157	0
0	0	1040	0
0	0	928	0
0	0	819	0
0	0	714	0
0	0	612	0
0	0	511	0
0	0	415	0
0	0	319	0
0	0	228	0
0	0	618	0
0	0	931	0
0	0	1004	0
0	0	1053	0
0	0	1092	0
0	0	1125	0
0	0	1153	0
0	0	1176	0
0	0	1195	0
0	0	1211	0
0	0	1162	0
0	0	1047	0
0	0	934	0
0	0	824	0
0	0	718	0
0	0	615	0
0	0	514	0
0	0	418	0
0	0	324	0
0	0	233	0
0	0	620	0
0	0	933	0
0	0	1006	0
0	0	1056	0
0	0	1094	0
0	0	1128	0
0	0	1155	0
0	0	1176	0
0	0	1195	0
0	0	1213	0
0	0	1164	0
0	0	1047	0
0	0	934	0
0	0	824	0
0	0	721	0
0	0	616	0
0	0	518	0
0	0	421	0
0	0	325	0
0	0	233	0
0	0	621	0
0	0	933	0
0	0	1006	0
0	0	1056	0
0	0	1096	0
0	0	1128	0
0	0	1155	0
0	0	1179	0
0	0	1198	0
0	0	1215	0
0	0	1163	0
0	0	1049	0
0	0	937	0
0	0	826	0
0	0	722	0
0	0	616	0
0	0	517	0
0	0	419	0
0	0	324	0
0	0	234	0
0	0	621	0
0	0	933	0
0	0	1008	0
0	0	1057	0
0	0	1095	0
0	0	1127	0
0	0	1156	0
0	0	1178	0
0	0	1197	0
0	0	1214	0
0	0	1164	0
0	0	1048	0
0	0	935	0
0	0	824	0
0	0	720	0
0	0	616	0
0	0	518	0
0	0	420	0
0	0	325	0
0	0	233	0
0	0	620	0
0	0	933	0
0	0	1008	0
0	0	1058	0
0	0	1098	0
0	0	1130	0
0	0	1156	0
0	0	1180	0
0	0	1200	0
0	0	1216	0
0	0	1164	0
0	0	1049	0
0	0	938	0
0	0	827	0
0	0	722	0
0	0	617	0
0	0	517	0
0	0	419	0
0	0	325	0
0	0	233	0
0	0	621	0
0	0	935	0
0	0	1010	0
0	0	1060	0
0	0	1098	0
0	0	1129	0
0	0	1158	0
0	0	1181	0
0	0	1200	0
0	0	1216	0
0	0	1166	0
0	0	1050	0
0	0	938	0
0	0	827	0
0	0	720	0
0	0	618	0
0	0	520	0
0	0	421	0
0	0	327	0
0	0	237	0
0	0	621	0
0	0	935	0
0	0	1009	0
0	0	1060	0
0	0	1099	0
0	0	1132	0
0	0	1157	0
0	0	1180	0
0	0	1201	0
0	0	1218	0
0	0	1167	0
0	0	1049	0
0	0	938	0
0	0	830	0
0	0	721	0
0	0	619	0
0	0	518	0
0	0	419	0
0	0	326	0
0	0	234	0
0	0	619	0
0	0	935	0
0	0	1010	0
0	0	1060	0
0	0	1099	0
0	0	1131	0
0	0	1158	0
0	0	1182	0
0	0	1201	0
0	0	1217	0
0	0	1167	0
0	0	1051	0
0	0	937	0
0	0	827	0
0	0	720	0
0	0	618	0
0	0	516	0
0	0	420	0
0	0	328	0
0	0	237	0
0	0	619	0
0	0	937	0
0	0	1011	0
0	0	1060	0
0	0	1101	0
0	0	1133	0
0	0	1160	0
0	0	1181	0
0	0	1202	0
0	0	1220	0
0	0	1168	0
0	0	1051	0
0	0	937	0
0	0	830	0
0	0	722	0
0	0	620	0
0	0	518	0
0	0	420	0
0	0	328	0
0	0	234	0
0	0	617	0
0	0	936	0
0	0	1011	0
0	0	1059	0
0	0	1099	0
0	0	1131	0
0	0	1159	0
0	0	1180	0
0	0	1200	0
0	0	1216	0
0	0	1167	0
0	0	1052	0
0	0	937	0
0	0	828	0
0	0	720	0
0	0	618	0
0	0	517	0
0	0	421	0
0	0	328	0
0	0	236	0
0	0	620	0
0	0	938	0
0	0	1012	0
0	0	1061	0
0	0	1100	0
0	0	1135	0
0	0	1160	0
0	0	1181	0
0	0	1201	0
0	0	1219	0
0	0	1168	0
0	0	1051	0
0	0	938	0
0	0	828	0
0	0	723	0
0	0	619	0
0	0	517	0
0	0	421	0
0	0	326	0
0	0	232	0
0	0	618	0
0	0	935	0
0	0	1012	0
0	0	1062	0
0	0	1100	0
0	0	1132	0
0	0	1160	0
0	0	1183	0
0	0	1202	0
0	0	1217	0
0	0	1167	0
0	0	1052	0
0	0	940	0
0	0	828	0
0	0	722	0
0	0	618	0
0	0	518	0
0	0	422	0
0	0	326	0
0	0	236	0
0	0	622	0
0	0	936	0
0	0	1012	0
0	0	1062	0
0	0	1100	0
0	0	1133	0
0	0	1161	0
0	0	1182	0
0	0	1202	0
0	0	1218	0
0	0	1168	0
0	0	1052	0
0	0	939	0
0	0	827	0
0	0	724	0
0	0	619	0
0	0	521	0
0	0	422	0
0	0	326	0
0	0	234	0
0	0	621	0
0	0	934	0
0	0	1013	0
0	0	1063	0
0	0	1102	0
0	0	1132	0
0	0	1160	0
0	0	1184	0
0	0	1203	0
0	0	1219	0
0	0	1167	0
