Epoch	Time (s)	Breakbeam	Capacitor (V)	Battery (V)	Board Temperature (°C)	LPS	Encoder 0	Encoder 1	Encoder 2	Encoder 3	Setpoint 0	Setpoint 1	Setpoint 2	Setpoint 3	Motor 0	Motor 1	Motor 2	Motor 3	Motor 4	CPU (%)
1	55.064	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73198
1	55.069	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89693
1	55.0741	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.83652
1	55.079	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.8956
1	55.084	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72757
1	55.0891	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88687
1	55.0941	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88693
1	55.0991	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.01281
1	55.1041	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	7.37126
1	55.1091	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.10823
1	55.1142	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.83693
1	55.1191	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.91839
1	55.1241	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73303
1	55.1291	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88675
1	55.1342	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8984
1	55.1392	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.9948
1	55.1442	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.74384
1	55.1492	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8837
1	55.1542	51	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.8414
1	55.1592	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.88761
1	55.1642	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.73601
1	55.1692	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.89924
1	55.1743	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.88898
1	55.1793	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.00311
1	55.1843	50	15.9943	16.3248	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	6.72508
1	55.1893	50	15.9943	16.3573	30.3107	971	0	0	0	0	0	0	0	0	0	0	0	0	NaN	5.87875
