"LIBRARYREFERENCE","FOOTPRINT1","AVAILABILITY","COMMENT","MF","MP","PACKAGE","PRICE","VALUE","SHEETPART","DESIGNATOR","DESCRIPTION"
"IM03DGR","GULLWINGS","Bad","IM03DGR","TE Connectivity","IM03DGR","None","2.90 USD","*","*","?","Relay, Signal, Dpdt, 250vac, 220vdc, 5a"
