,,,-00.000864000000, 238.00000,
,,,-00.000862000000, 238.00000,
,,,-00.000860000000, 236.00000,
,,,-00.000858000000, 238.00000,
,,,-00.000856000000, 238.00000,
,,,-00.000854000000, 238.00000,
,,,-00.000852000000, 236.00000,
,,,-00.000850000000, 238.00000,
,,,-00.000848000000, 238.00000,
,,,-00.000846000000, 238.00000,
,,,-00.000844000000, 238.00000,
,,,-00.000842000000, 238.00000,
,,,-00.000840000000, 238.00000,
,,,-00.000838000000, 238.00000,
,,,-00.000836000000, 236.00000,
,,,-00.000834000000, 238.00000,
,,,-00.000832000000, 238.00000,
,,,-00.000830000000, 236.00000,
,,,-00.000828000000, 238.00000,
,,,-00.000826000000, 238.00000,
,,,-00.000824000000, 238.00000,
,,,-00.000822000000, 238.00000,
,,,-00.000820000000, 238.00000,
,,,-00.000818000000, 238.00000,
,,,-00.000816000000, 238.00000,
,,,-00.000814000000, 238.00000,
,,,-00.000812000000, 238.00000,
,,,-00.000810000000, 236.00000,
,,,-00.000808000000, 236.00000,
,,,-00.000806000000, 238.00000,
,,,-00.000804000000, 238.00000,
,,,-00.000802000000, 238.00000,
,,,-00.000800000000, 238.00000,
,,,-00.000798000000, 238.00000,
,,,-00.000796000000, 238.00000,
,,,-00.000794000000, 238.00000,
,,,-00.000792000000, 238.00000,
,,,-00.000790000000, 238.00000,
,,,-00.000788000000, 238.00000,
,,,-00.000786000000, 238.00000,
,,,-00.000784000000, 238.00000,
,,,-00.000782000000, 238.00000,
,,,-00.000780000000, 238.00000,
,,,-00.000778000000, 236.00000,
,,,-00.000776000000, 238.00000,
,,,-00.000774000000, 236.00000,
,,,-00.000772000000, 238.00000,
,,,-00.000770000000, 236.00000,
,,,-00.000768000000, 236.00000,
,,,-00.000766000000, 236.00000,
,,,-00.000764000000, 238.00000,
,,,-00.000762000000, 238.00000,
,,,-00.000760000000, 238.00000,
,,,-00.000758000000, 238.00000,
,,,-00.000756000000, 238.00000,
,,,-00.000754000000, 238.00000,
,,,-00.000752000000, 238.00000,
,,,-00.000750000000, 236.00000,
,,,-00.000748000000, 238.00000,
,,,-00.000746000000, 238.00000,
,,,-00.000744000000, 238.00000,
,,,-00.000742000000, 238.00000,
,,,-00.000740000000, 238.00000,
,,,-00.000738000000, 238.00000,
,,,-00.000736000000, 238.00000,
,,,-00.000734000000, 238.00000,
,,,-00.000732000000, 238.00000,
,,,-00.000730000000, 238.00000,
,,,-00.000728000000, 238.00000,
,,,-00.000726000000, 238.00000,
,,,-00.000724000000, 238.00000,
,,,-00.000722000000, 238.00000,
,,,-00.000720000000, 238.00000,
,,,-00.000718000000, 238.00000,
,,,-00.000716000000, 238.00000,
,,,-00.000714000000, 238.00000,
,,,-00.000712000000, 238.00000,
,,,-00.000710000000, 238.00000,
,,,-00.000708000000, 238.00000,
,,,-00.000706000000, 238.00000,
,,,-00.000704000000, 238.00000,
,,,-00.000702000000, 238.00000,
,,,-00.000700000000, 238.00000,
,,,-00.000698000000, 238.00000,
,,,-00.000696000000, 236.00000,
,,,-00.000694000000, 238.00000,
,,,-00.000692000000, 236.00000,
,,,-00.000690000000, 238.00000,
,,,-00.000688000000, 238.00000,
,,,-00.000686000000, 238.00000,
,,,-00.000684000000, 238.00000,
,,,-00.000682000000, 238.00000,
,,,-00.000680000000, 238.00000,
,,,-00.000678000000, 236.00000,
,,,-00.000676000000, 238.00000,
,,,-00.000674000000, 238.00000,
,,,-00.000672000000, 238.00000,
,,,-00.000670000000, 238.00000,
,,,-00.000668000000, 238.00000,
,,,-00.000666000000, 238.00000,
,,,-00.000664000000, 238.00000,
,,,-00.000662000000, 238.00000,
,,,-00.000660000000, 238.00000,
,,,-00.000658000000, 238.00000,
,,,-00.000656000000, 238.00000,
,,,-00.000654000000, 238.00000,
,,,-00.000652000000, 238.00000,
,,,-00.000650000000, 238.00000,
,,,-00.000648000000, 238.00000,
,,,-00.000646000000, 238.00000,
,,,-00.000644000000, 238.00000,
,,,-00.000642000000, 236.00000,
,,,-00.000640000000, 238.00000,
